comment_id,author,text,like_count,reply_count,published_at,relevance_score
UgwL3Kg8wtqUBh-k_4p4AaABAg,@WexTopi,"No espero que leais esto, pero yo lo suelto:<br><br>Si bien es cierto que existen unos cuantos canales enfocados en informatica / gaming en youtube, yo creo que destacais (y lo digo muy enserio) en que teneis una esencia a la hora de hablar que llama mas que otros canales del sector. Este comentario, evidentemente, es completamente subjetivo y opinion personal. Pero creo que muchos coincidiran conmigo en esto. <br>Evidentemente que si se os ocurre un tema para un video lo mas seguro es que al canal X se le haya ocurrido ya y seguramente hasta haya subido el video, pero el tema es que cada uno habla y comenta a su manera y si vosotros teneis algo es eso, comentais a mi parecer de manera muy interesante y muy chula.<br><br>pd: saludos desde murcia jajajaja <br><br>pd2: sois la hostia.",0,0,2026-05-17 19:18:02+00:00,0
UgxwNgcb2PNyrvubpMV4AaABAg,@Maestro_Tyrone,"Que los creativos del chat se saquen las ideas, yo voy a ser el que se ve los videos sean de lo que sea👍",0,0,2026-05-18 21:00:32+00:00,0
Ugy9Ct78zk8vl7gISxJ4AaABAg,@igandoy,"Prapor dice:<br>Idea 1, idea 2 e Idea 8, en ese orden o como veáis vosotros<br><br>PD: hay evento en TARKOV, ya que has dicho que te gusta aprovecha antes de que acabe",0,0,2026-05-18 16:59:12+00:00,0
Ugyub2kWcMEUMHwbHad4AaABAg,@AntonioDeArquerRramirez-xl6py,o coger rtx founded y probar contra una rtx de msi o asus,0,0,2026-05-17 20:20:29+00:00,0
Ugz4hQtRXIcb1H-WKcJ4AaABAg,@Sathara.Thalassa,"Tómatelo a bien pero imagina que esta viendo un video interesado en ayudaros y en el punto 6 mencionas que lo que no quieres es leer en los tropecientos mensajes en la sección de comentarios. Fuera de esto, Pienso que deberías hablar y hacer videos de lo que os apasiona sin importar los números. Te gusta ableton live? habla de ello sin importar si a la gente le va a gustar o no. probablemente si haces algo que te gusta el video será de mejor calidad. en resumen debes intentar que la gente no entre aqui a ver contenido ya que hay contenido especializado en YouTube de absolutamente todo, Debes de crear que la gente entre aquí a verte a ti y para que eso pase, debes estar a gusto con lo que haces.",0,0,2026-05-17 19:52:20+00:00,0
UgwO20NhqKqoQ04TfGB4AaABAg,@JuanR-y5r,"Por favor, todo menos montarle un PC al xokas😂",0,0,2026-05-18 06:37:03+00:00,0
Ugyjp7bO9voHdPTJqWB4AaABAg,@pedro.v1780,viciados !!!!!!! 🤣🤣🤣🤣🤣🤣🤣🤣,0,0,2026-05-19 13:26:28+00:00,0
UgyyHFo0wMOW02K7zl14AaABAg,@axelvlogs,PCs de difentes presupuestos y también probarlos hasta el maximo rendimiento y ese techo😊 hay gente que quiere warzone con un 2200g,0,0,2026-05-18 00:56:57+00:00,0
UgxrFjrdG0fVTS1b1bR4AaABAg,@NORA-MILAS,"Consejo básico. Miren para abajo, a la gente de escaso recursos que nesesitan consejos de componentes básicos, no de una gama ultra. Videos detallados enseñando el armado de la pc según el para que lo usen. Noticias y ofertas de componentes en el día a día. Reacciones a pc de sus propios subs y talvez consejos para sus pc o áreas donde colocan la pc. etc. &lt;3",0,0,2026-05-18 01:35:50+00:00,0
UgwLRqibDS1uuXepJZN4AaABAg,@xdplayer7258,"Estoy buscando para hacer un servidor para mi homelab de fábrica, nuevo. ¿Hacéis de ese estilo? Con epyc o con intels modernos. ¿Puedo contactar con vosotros?",0,0,2026-05-18 15:41:34+00:00,0
UgyBvDrk4_ayfe-__GR4AaABAg,@x__raiyu,"<a href=""https://www.youtube.com/watch?v=2s8KgYcDwG8&amp;t=1139"">18:59</a> donde firmo?",0,0,2026-05-17 21:43:10+00:00,0
UgyupYOsRVUUCLB0u3h4AaABAg,@fortniteno,El mejor PC por 700€ PREMONTADO con grafica (que no sea la rtx 3050) que sea superior es imposible yo creo,0,0,2026-05-17 22:02:21+00:00,0
Ugzlqd2lMPPpCIzMkKt4AaABAg,@AntonioDeArquerRramirez-xl6py,habla sobre las marcas como asus y cuales son las mejores calidad precio pero que no gane gigabyte porfa no es que lo odio pero tiene los mejores precios si quereis ni lo conteis,0,0,2026-05-17 20:19:39+00:00,0
UgzKEssBkntTL0Vuv-14AaABAg,@Prussian_Doge,"Tengo una sugerencia: ¿Qué tal hacer contenido más profesional? Quiero decir, en vez de PC Gaming, que sean Workstations, la gente no utiliza el PC solamente para jugar, lo utiliza para dibujar, renderizado, animación 3D, entrenar modelos de IA, etc. El mundo del PC Gaming está saturadísimo, en cambio, un enfoque más profesional está muy poco explorado en español. <br><br>Por otro lado, ya que Linux ha ido ganando fuerza, tanto por el abandono de Windows 10 y las cagadas de Microsoft, qué tal PCs con Linux?",0,0,2026-05-17 19:57:11+00:00,0
Ugw9gUHksVq1azmYSrt4AaABAg,@EMILIOROSARIGASINO-n6r,Y ? &quot;VIVA LA AM4 ?&quot;,0,0,2026-05-17 19:45:36+00:00,0
UgzLcTgnHKSTtNeeuc54AaABAg,@susanagarcialegarreta4385,Montar una caja con metacrilato 360 y se vea la tarjeta madre la tarjeta gráfica y la fuente 😂😂😂,0,0,2026-05-17 19:29:51+00:00,0
UgzyCPzIhQzVX-nV_qh4AaABAg,@bichillocv,Cierralo 😂😂,0,0,2026-05-19 09:48:57+00:00,0
UgxbGaToQ2HYrtw7Yrd4AaABAg,@lufyber3518,"yo quiero que hagan un sorteo de un pc y que me toque a mi <a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a>",0,0,2026-05-19 17:29:32+00:00,0
Ugwxk5QpeTDvc--jB9R4AaABAg,@jocuma00,"Con el mismo ordenador y router, que diferencia de lag hay con wifi, cable red cat 6, cat 5. Probad en Fornite.",0,0,2026-05-17 21:28:46+00:00,0
UgwvzsIxUkIshuiyl0Z4AaABAg,@TiperTony,"<a href=""https://www.youtube.com/watch?v=2s8KgYcDwG8&amp;t=5"">0:05</a> Claro esto también es una mierda.",0,0,2026-05-17 20:14:50+00:00,0
UgxlxvdOAzoDn1KO8hl4AaABAg,@Racata2009,Una idea Q os doy Reacondicionando o reparando PCs,0,0,2026-05-17 20:17:58+00:00,0
UgygdIL7acNyMTUW0Bx4AaABAg,@Tanquesovieticodesegundamano,no saben que hacer con el canal? pueden regalarmelo si quieren,0,0,2026-05-17 20:30:56+00:00,0
UgyY_wmnfKZ2wRTl5gt4AaABAg,@liderazulalex,"Lo qu esea menos reviews de las sillas Hbada que estais usando, que son un tremenndo red flag de sillas que pagan a muchísimos creadores para que las pongan por las nubes",0,0,2026-05-18 10:08:55+00:00,0
Ugx7Va4ZHq1l3MrTZgV4AaABAg,@miguelangelmenendezmenende7392,"Qué tal un vídeo hablando en castellano normal, sin acento hacho, ni cosas así, qué tal que además sea exclusivamente enfocado en equipos para creación de videos con AI, sin meter mierda de gamers ni nada parecido, equipos equilibrados por precio y prestaciones, por ejemplo: un procesador Intel i5, y su gráfica equivalente para dar el máximo de prestaciones sin que nada se quede atrás, un i7, i9, y equivalentes, también en AMD, y las respectivas tarjetas, Nvidia 5060, 5070, 5070ti, 5080, 5090, y equivalentes en AMD, sin cuellos de botella ni cosas raras, con las refrigeraciónes adecuadas, con la fuente de alimentación adecuada, tanto en calidad, potencia, fiabilidad, precio, lo mismo para el cableado, que se dice poco o nada, lo mismo para las cajas, se me olvidaban los procesadores ultra, 5, 7, 9, de Intel, y recalco en castellano entendible y sin pisar las palabras, que he tenido que bajar la velocidad de reproducción a 0,80 y 0,70, mínimo en todos los vídeos que he visto aquí, y en todos echo en falta un equipo equilibrado para lo que estoy buscando.",0,0,2026-05-19 14:28:58+00:00,0
UgxwUVsdFz_R4SfyYNB4AaABAg,@andresgutierrez4134,Lo de cobrar por ver en YouTube yo no lo veo. Y no lo apoyo.,0,0,2026-05-19 20:28:14+00:00,0
